company,penalty,lat,lon,city,state
NATIONWIDE MUTUAL INS CO/LOWER SALFORD,6150,40.2791,-75.3872,Harleysville,Pennsylvania
SMITHFIELD FARMLAND CORP/ARNOLD PLT,13600,40.5789,-79.7653,Arnold,Pennsylvania
ARCELORMITTAL STEELTON LLC/STEELTON,53755,40.2258,-76.8254,Steelton,Pennsylvania
PIXELLE SPEC SOLUTIONS LLC/SPRING GROVE,6000,39.8809,-76.8641,Spring Grove,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,23247,40.0772,-75.3035,Conshohocken,Pennsylvania
DUPONT & CO INC/TOWANDA,5000,41.7706,-76.4472,Towanda,Pennsylvania
ERIE COKE CORP/ERIE PLT,16810,42.1168,-80.0733,Erie,Pennsylvania
COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,6763,40.0772,-75.3035,Conshohocken,Pennsylvania
COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,14024,40.0772,-75.3035,Conshohocken,Pennsylvania
YUENGLING BEER CO INC/PORT CARBON,60428,40.6798,-76.2092,Pottsville,Pennsylvania
AMES TRUE TEMPER INC/WEST SHORE,7500,40.2422,-76.9274,Camp Hill,Pennsylvania
SPS TECH INC/ABINGTON,13850,40.0962,-75.1297,Jenkintown,Pennsylvania
BARRY CALLEBAUT USA LLC/EDDYSTONE,13974,39.8566,-75.3342,Eddystone,Pennsylvania
MARKWEST/IMPERIAL CIBUS RANCH COMP STA,5400,40.4048,-79.1383,Robinson,Pennsylvania
DOMINION ENERGY TRANS INC/FINNEFROCK STA,5000,41.3314,-77.7499,Renovo,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,45000,40.4565,-75.8211,Fleetwood,Pennsylvania
SPS TECH INC/ABINGTON,5700,40.0962,-75.1297,Jenkintown,Pennsylvania
LIGNETICS OF NEW ENGLAND/YOUNGSVILLE,22272,41.8524,-79.3167,Youngsville,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,8565,39.8566,-75.3342,Eddystone,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,5991,40.3602,-79.9898,Whitehall,Pennsylvania
WESTROCK PACKAGING INC/BRISTOL,8267,40.0911,-74.8975,Croydon,Pennsylvania
COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,6800,40.0772,-75.3035,Conshohocken,Pennsylvania
BRASKEM AMER INC/MARCUS HOOK,33000,39.8131,-75.4165,Marcus Hook,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,15932,39.8566,-75.3342,Eddystone,Pennsylvania
PIXELLE SPEC SOLUTIONS LLC/SPRING GROVE,6783,39.8809,-76.8641,Spring Grove,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,6200,40.0772,-75.3035,Conshohocken,Pennsylvania
ARDAGH GLASS INC/PORT ALLEGANY PLT,6394,41.8149,-78.2768,Port Allegany,Pennsylvania
RANGE RESOURCES APPALACHIA/HASLETT STA,23900,41.4998,-79.8736,Cooperstown,Pennsylvania
RANGE RESOURCES APPALACHIA/LIPPERT STA,23900,41.5192,-80.047,Cochranton,Pennsylvania
GRAPHIC PKG INTL LLC/PITTSTON,25275,41.3274,-75.7885,Pittston,Pennsylvania
BUCKEYE TERMINALS LLC/MACUNGIE TERMINAL,7000,40.5352,-75.4978,Emmaus,Pennsylvania
UNITED REFINING CO/WARREN PLT,8541,41.8433,-79.1445,Warren,Pennsylvania
GREIF PACKAGING LLC/WARMINSTER,225000,40.2068,-75.0996,Warminster,Pennsylvania
WAWA INC/DAIRY & DIST CTR,7375,39.9198,-75.3888,Media,Pennsylvania
PEPPERIDGE FARM INC/EAST COCALICO TWP PLT,27000,40.2325,-76.1393,Denver,Pennsylvania
JOHN MANEELY CO/WHEATLAND TUBE DIV MILL ST PLT,8000,41.2339,-80.4997,Sharon,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,14680,39.8488,-79.908,Masontown,Pennsylvania
JBS SOUDERTON INC/ALLENTOWN RD,10560,40.311,-75.3223,Souderton,Pennsylvania
UNITED REFINING CO/WARREN PLT,220113,41.8433,-79.1445,Warren,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,14180,39.8566,-75.3342,Eddystone,Pennsylvania
TEXAS EASTERN TRANS LP/BERNVILLE STA,15000,40.4335,-76.1107,Bernville,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,9620,40.0772,-75.3035,Conshohocken,Pennsylvania
QG PRINTING III / EAST GREENVILLE,6300,40.4057,-75.5062,East Greenville,Pennsylvania
WASTE MGMT DSPL SVC /GROWS LDFL,10000,40.2074,-74.7797,Morrisville,Pennsylvania
WASTE MGMT PA/TULLYTOWN RES REC FAC,11000,40.1401,-74.8107,Tullytown,Pennsylvania
HALLIBURTON ENERGY SVC/INDIANA PLT,6000,40.5403,-79.1597,Homer City,Pennsylvania
UNITED REFINING CO/WARREN PLT,14730,41.8433,-79.1445,Warren,Pennsylvania
SOLVAY USA INC/MARCUS HOOK,9400,39.8131,-75.4165,Marcus Hook,Pennsylvania
QG PRINTING III / EAST GREENVILLE,6500,40.4057,-75.5062,East Greenville,Pennsylvania
WAUPACA FOUNDRY INC/LAWRENCEVILLE PLT,35000,41.9072,-77.1335,Tioga,Pennsylvania
PEPPERIDGE FARM INC/EAST COCALICO TWP PLT,5900,40.2325,-76.1393,Denver,Pennsylvania
CLEAN EARTH OF SOUTHEAST PA/MORRISVILLE,46034,40.2074,-74.7797,Morrisville,Pennsylvania
DOMINION ENERGY TRANS INC/TIOGA STA,20000,41.9959,-77.1304,Lawrenceville,Pennsylvania
IRON MOUNTAIN INFORMATION MANAGEMENT LLC/BOYERS,24090,41.1084,-79.8989,Boyers,Pennsylvania
TALISMAN ENERGY USA INC/THOMAS COMP STA,11480,41.7839,-76.7898,Troy,Pennsylvania
WESTROCK PACKAGING INC/BRISTOL,6000,40.0911,-74.8975,Croydon,Pennsylvania
PARKER HANNIFIN CORP/HATFIELD FAC,53450,40.2771,-75.2988,Hatfield,Pennsylvania
DOMINION ENERGY TRANS INC/BOOM STA,5000,41.9959,-77.1304,Lawrenceville,Pennsylvania
KIMBERLY CLARK PA LLC/CHESTER OPR,23750,39.8456,-75.3719,Chester,Pennsylvania
DOMINION ENERGY TRANS INC/SABINSVILLE STA,5000,41.9177,-77.5403,Westfield,Pennsylvania
DOMINION ENERGY TRANS INC/TIOGA STA,5000,41.9959,-77.1304,Lawrenceville,Pennsylvania
SENECA RESOURCES CORP/PHC COMP STA,22300,41.0216,-78.439,Clearfield,Pennsylvania
SENECA RESOURCES CORP/PHC COMP STA,40000,41.0216,-78.439,Clearfield,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,9240,40.0772,-75.3035,Conshohocken,Pennsylvania
CHESAPEAKE APPALACHIA LLC/FRANKLIN TWP,8250,41.7126,-76.4747,Monroeton,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,32415,40.4565,-75.8211,Fleetwood,Pennsylvania
CHESAPEAKE APPALACHIA/EARL BROWN WATER IMPOUNDMENT,6250,41.7839,-76.7898,Troy,Pennsylvania
LEHIGH WHITE CEMENT CO LLC/YORK,5206,39.9651,-76.7315,York,Pennsylvania
ARCELORMITTAL STEELTON LLC/STEELTON,6246,40.2258,-76.8254,Steelton,Pennsylvania
HANSON AGGREGATES BMC INC/RICH HILL QUARRY,5500,40.0158,-79.5899,Connellsville,Pennsylvania
SEWARD GENERATING STATION/SEWARD,11000,40.379,-79.0751,New Florence,Pennsylvania
IRON MOUNTAIN INFORMATION MANAGEMENT LLC/BOYERS,16325,41.1084,-79.8989,Boyers,Pennsylvania
ERIE COKE CORP/ERIE PLT,4000000,42.1168,-80.0733,Erie,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,59178,39.8488,-79.908,Masontown,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,55263,40.3602,-79.9898,Whitehall,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,20000,40.4565,-75.8211,Fleetwood,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,8285,40.4565,-75.8211,Fleetwood,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,19594,39.8566,-75.3342,Eddystone,Pennsylvania
SPS TECH INC/ABINGTON,8000,40.0962,-75.1297,Jenkintown,Pennsylvania
ARDAGH GLASS INC/PORT ALLEGANY PLT,100128,41.8149,-78.2768,Port Allegany,Pennsylvania
ARCELORMITTAL STEELTON LLC/STEELTON,18720,40.2258,-76.8254,Steelton,Pennsylvania
CLEMENS FOOD GROUP/HATFIELD PLT,19200,40.2771,-75.2988,Hatfield,Pennsylvania
CLARK FILTER/HEMPFIELD DIVISION PLT,6000,40.0421,-76.3012,Lancaster,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,24500,40.4565,-75.8211,Fleetwood,Pennsylvania
UNITED REFINING CO/WARREN PLT,495000,41.8433,-79.1445,Warren,Pennsylvania
CERTAINTEED PROD CO/MOUNTAINTOP,5000,41.1353,-75.9045,Mountain Top,Pennsylvania
BRUNNER ISLAND LLC/BRUNNER ISLAND,8000,40.1106,-76.7149,York Haven,Pennsylvania
BIMBO BAKERIES USA INC/PALMER,10851,40.6858,-75.2209,Easton,Pennsylvania
KNOLL INC/EAST GREENVILLE MFG,8690,40.4057,-75.5062,East Greenville,Pennsylvania
DOMINION ENERGY TRANS INC/TIOGA STA,10000,41.9959,-77.1304,Lawrenceville,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,27150,39.8488,-79.908,Masontown,Pennsylvania
VERTELLUS DWG LLC,14233,40.975,-75.1392,Delaware Water Gap,Pennsylvania
HUNTSMAN/EASTON,12750,40.6858,-75.2209,Easton,Pennsylvania
GAMESA WIND/FAIRLESS HILLS WIND TURBINE NACELLE MFG,634425,40.1784,-74.8524,Fairless Hills,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,15000,39.8488,-79.908,Masontown,Pennsylvania
INMETCO/ELLWOOD CITY,55000,40.8619,-80.283,Ellwood City,Pennsylvania
BASF CORPORATION/LEVITTOWN,10000,40.1028,-74.8529,Bristol,Pennsylvania
HOEGANAES CORP/WATSONTOWN PLT,30000,41.085,-76.8646,Watsontown,Pennsylvania
GEORGIA PACIFIC PANEL PRODUCTS LLC/MOUNT JEWETT MDF,5000,41.663,-78.8096,Kane,Pennsylvania
AK STEEL CORP/BUTLER WORKS,59400,40.8615,-79.8962,Butler,Pennsylvania
LYCOMING ENGINES/OLIVER ST PLT,18900,41.2398,-77.0371,Williamsport,Pennsylvania
CERTAINTEED PROD CO/MOUNTAINTOP,10642,41.1353,-75.9045,Mountain Top,Pennsylvania
WASTE MGMT PA/TULLYTOWN RES REC FAC,21250,40.1401,-74.8107,Tullytown,Pennsylvania
BARRY CALLEBAUT USA LLC/EDDYSTONE,19000,39.8566,-75.3342,Eddystone,Pennsylvania
WASTE MGMT DSPL SVC /GROWS LDFL,21250,40.2074,-74.7797,Morrisville,Pennsylvania
OLDCASTLE APG NORTHEAST INC / BRISTOL,7500,40.1028,-74.8529,Bristol,Pennsylvania
OWENS-BROCKWAY GLASS CONTAINER INC/CRENSHAW PLT 19,9800,41.2598,-78.7267,Brockport,Pennsylvania
WASTE MGMT DSPL SVC /POTTSTOWN,731614,40.2508,-75.6445,Pottstown,Pennsylvania
UNITED REFINING CO/WARREN PLT,70000,41.8433,-79.1445,Warren,Pennsylvania
GEO SPECIALTY CHEM/TRIMET PROD GROUP,10090,40.5961,-75.4756,Allentown,Pennsylvania
WESTROCK PACKAGING INC/BRISTOL,5000,40.0911,-74.8975,Croydon,Pennsylvania
BRASKEM AMER INC/MARCUS HOOK,55430,39.8131,-75.4165,Marcus Hook,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,31145,40.0772,-75.3035,Conshohocken,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,5000,40.4565,-75.8211,Fleetwood,Pennsylvania
ROSEBUD MINING CO/KEYSTONE EAST MINE,18250,40.6573,-79.3015,Shelocta,Pennsylvania
HANSON AGGREGATES BMC INC/DUNNINGSVILLE ASPHALT PLT,5000,40.1777,-80.1303,Eighty Four,Pennsylvania
BIMBO BAKERIES USA/NORRISTOWN PLT,5000,40.1224,-75.3399,Norristown,Pennsylvania
SPS TECH INC/ABINGTON,29800,40.0962,-75.1297,Jenkintown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,8100,39.8488,-79.908,Masontown,Pennsylvania
PEPPERIDGE FARM INC/EAST COCALICO TWP PLT,8046,40.2325,-76.1393,Denver,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/MITCHELL POWER STA,10000,40.2064,-79.9532,New Eagle,Pennsylvania
EXELON GEN CO/CROMBY GEN STA,5800,40.1358,-75.5201,Phoenixville,Pennsylvania
CLARK FILTER/HEMPFIELD DIVISION PLT,15840,40.0421,-76.3012,Lancaster,Pennsylvania
"Fleischmann's Vinegar Company, Inc.",15600,47.2189,-122.2338,Sumner,Washington
EXELON GENERATION CO/EDDYSTONE,7000,39.8566,-75.3342,Eddystone,Pennsylvania
WASTE MGMT DSPL SVC /GROWS LDFL,34614,40.2074,-74.7797,Morrisville,Pennsylvania
WASTE MGMT PA/TULLYTOWN RES REC FAC,34614,40.1401,-74.8107,Tullytown,Pennsylvania
ERIE COKE CORP/ERIE PLT,51000,42.1168,-80.0733,Erie,Pennsylvania
JOHNSON MATTHEY/WAYNE PLT,650000,40.044,-75.3877,Wayne,Pennsylvania
OLDCASTLE APG NORTHEAST INC / BRISTOL,5000,40.1028,-74.8529,Bristol,Pennsylvania
BRASKEM AMER INC/MARCUS HOOK,56720,39.8131,-75.4165,Marcus Hook,Pennsylvania
HERSHEY CO/HERSHEY 19 EAST OFC,5000,40.2806,-76.6458,Hershey,Pennsylvania
OLDCASTLE APG NATL I/EMIGSVILLE,105000,40.0085,-76.731,Emigsville,Pennsylvania
EXELON GEN CO/CROMBY GEN STA,602250,40.1358,-75.5201,Phoenixville,Pennsylvania
HANOVER FOODS CORP/HANOVER CANNERY,19200,39.8117,-76.9835,Hanover,Pennsylvania
Flint Hills Resources,350000,29.8554,-93.9264,Port Arthur,Texas
Flint Hills Resources,80000,64.753,-147.36,North Pole,Alaska
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,95305,40.4565,-75.8211,Fleetwood,Pennsylvania
WASTE MGMT DSPL SVC /POTTSTOWN,100000,40.2508,-75.6445,Pottstown,Pennsylvania
QG PRINTING III / EAST GREENVILLE,46600,40.4057,-75.5062,East Greenville,Pennsylvania
NORFOLK SOUTHERN RAILWAY/CONWAY,13000,40.6674,-80.2411,Conway,Pennsylvania
ROSEBUD MINING CO/CLEMENTINE COAL PREP,5000,40.6829,-79.6837,Freeport,Pennsylvania
PSC METALS LLC/NEW CASTLE PLT,6000,40.9956,-80.3458,New Castle,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,175500,40.3602,-79.9898,Whitehall,Pennsylvania
SUPREME MID ATLANTIC/PLANT 1 - UNION TWP,6500,40.4129,-76.4807,Jonestown,Pennsylvania
INMETCO/ELLWOOD CITY,6240,40.8619,-80.283,Ellwood City,Pennsylvania
PIXELLE SPEC SOLUTIONS LLC/SPRING GROVE,110000,39.8809,-76.8641,Spring Grove,Pennsylvania
EXELON GEN CO/CROMBY GEN STA,15200,40.1358,-75.5201,Phoenixville,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,24000,39.8566,-75.3342,Eddystone,Pennsylvania
STARBUCKS COFFEE CO/YORK ROASTING PLT,10000,39.9651,-76.7315,York,Pennsylvania
UPMC HAMOT/ERIE,25250,42.1168,-80.0733,Erie,Pennsylvania
OCCIDENTAL CHEM CORP/POTTSTOWN,5000,40.2508,-75.6445,Pottstown,Pennsylvania
ROSEBUD MINING CO/CLEMENTINE COAL PREP,10000,40.6829,-79.6837,Freeport,Pennsylvania
HOEGANAES CORP/WATSONTOWN PLT,46000,41.085,-76.8646,Watsontown,Pennsylvania
COLUMBIA GAS TRANS LLC/EAGLE,26000,40.0951,-75.6169,Chester Springs,Pennsylvania
UNITED REFINING CO/WARREN PLT,112500,41.8433,-79.1445,Warren,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,14198,40.3602,-79.9898,Whitehall,Pennsylvania
CLEAN EARTH OF SOUTHEAST PA/MORRISVILLE,100000,40.2074,-74.7797,Morrisville,Pennsylvania
ESSROC/NAZARETH CEMENT PLT 3,125530,40.74,-75.3132,Nazareth,Pennsylvania
UNITED REFINING CO/WARREN PLT,25000,41.8433,-79.1445,Warren,Pennsylvania
ROSEBUD MINING CO/TRACY LYNNE MINE,15000,40.5849,-79.5648,Apollo,Pennsylvania
ERIE COKE CORP/ERIE PLT,11000,42.1168,-80.0733,Erie,Pennsylvania
JOHNSON CONTROLS INC/GRANTLEY,5600,39.9651,-76.7315,York,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,6750,39.8488,-79.908,Masontown,Pennsylvania
AVERY DENNISON PERFORMANCE POLYMERS/MILL HALL PLT,8000,41.1045,-77.4888,Mill Hall,Pennsylvania
KNOLL INC/EAST GREENVILLE MFG,5690,40.4057,-75.5062,East Greenville,Pennsylvania
EXELON GENERATION CO/EDDYSTONE,7000,39.8566,-75.3342,Eddystone,Pennsylvania
EXELON GEN CO/CROMBY GEN STA,15000,40.1358,-75.5201,Phoenixville,Pennsylvania
OCCIDENTAL CHEM CORP/POTTSTOWN,5375,40.2508,-75.6445,Pottstown,Pennsylvania
PRECISION TUBE CO / NORTH WALES,35000,40.2111,-75.2744,North Wales,Pennsylvania
RR DONNELLEY / QUAKERTOWN,5000,40.4398,-75.3456,Quakertown,Pennsylvania
ALLIANCE SANI LANDFILL INC/TAYLOR LDFL,522640,41.3958,-75.7147,Taylor,Pennsylvania
MASCO CABINETRY LLC/ATHENS TWP PLT,12500,41.9855,-76.5207,Sayre,Pennsylvania
PIXELLE SPEC SOLUTIONS LLC/SPRING GROVE,8550,39.8809,-76.8641,Spring Grove,Pennsylvania
UNITED REFINING CO/WARREN PLT,40000,41.8433,-79.1445,Warren,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,10000,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/MITCHELL POWER STA,25000,40.2064,-79.9532,New Eagle,Pennsylvania
EXELON GENERATION CO/PENNSBURY POWER PLT,5000,40.2074,-74.7797,Morrisville,Pennsylvania
TEVA BRANDED PHARM/MALVERN,8000,40.0329,-75.5146,Malvern,Pennsylvania
KNOLL INC/EAST GREENVILLE MFG,10000,40.4057,-75.5062,East Greenville,Pennsylvania
LYCOMING ENGINES/OLIVER ST PLT,15000,41.2398,-77.0371,Williamsport,Pennsylvania
ROSEBUD MINING/BEAVER VALLEY MINE,8500,40.5989,-80.4738,Hookstown,Pennsylvania
SUNOCO PARTNERS MKT & TERM LP/FT MIFFLIN,10000,40.0076,-75.134,Philadelphia,Pennsylvania
WATCO TRANSLOADING LLC/INDUSTRY LOT 1,8700,40.6595,-80.4115,Industry,Pennsylvania
HANOVER FOODS CORP/HANOVER CANNERY,6400,39.8117,-76.9835,Hanover,Pennsylvania
OCCIDENTAL CHEM CORP/POTTSTOWN,10800,40.2508,-75.6445,Pottstown,Pennsylvania
KIMBERLY CLARK PA LLC/CHESTER OPR,9000,39.8456,-75.3719,Chester,Pennsylvania
ESSROC/NAZARETH CEMENT PLT 3,66667,40.74,-75.3132,Nazareth,Pennsylvania
GEORGIA PACIFIC PANEL PRODUCTS LLC/MOUNT JEWETT MDF,35000,41.663,-78.8096,Kane,Pennsylvania
COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,10600,40.0772,-75.3035,Conshohocken,Pennsylvania
PIXELLE SPEC SOLUTIONS LLC/SPRING GROVE,6250,39.8809,-76.8641,Spring Grove,Pennsylvania
MARKEL CORP/PLYMOUTH MEETING,28000,40.1099,-75.2798,Plymouth Meeting,Pennsylvania
PA AMER WATER CO/SCRANTON,5000,41.4044,-75.6649,Scranton,Pennsylvania
LEHIGH CEMENT CO LLC/EVANSVILLE CEMENT PLT & QUARRY,12000,40.4565,-75.8211,Fleetwood,Pennsylvania
COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,6400,40.0772,-75.3035,Conshohocken,Pennsylvania
PBS COAL INC/SHADE CREEK PLT,100000,40.1096,-78.8043,Central City,Pennsylvania
JOHNSON MATTHEY INC/RIVERSIDE,8000,40.0772,-75.3035,Conshohocken,Pennsylvania
EXELON GENERATION CO/PENNSBURY POWER PLT,5000,40.2074,-74.7797,Morrisville,Pennsylvania
NESTLE PURINA/PETCARE PLT,13000,40.5961,-75.4756,Allentown,Pennsylvania
RANGE RESOURCES APPALACHIA/COOK STA,23900,41.6273,-79.6699,Titusville,Pennsylvania
TEMPLE INLAND FOREST/MT JEWETT COMPLEX,35000,41.663,-78.8096,Kane,Pennsylvania
TEMPLE INLAND FOREST/MT JEWETT COMPLEX,9000,41.663,-78.8096,Kane,Pennsylvania
TEMPLE INLAND FOREST/MT JEWETT COMPLEX,95000,41.663,-78.8096,Kane,Pennsylvania
ARDAGH GLASS INC/PORT ALLEGANY PLT,100128,41.8149,-78.2768,Port Allegany,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,55263,40.3602,-79.9898,Whitehall,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,175500,40.3602,-79.9898,Whitehall,Pennsylvania
HOLCIM (US) INC/WHITEHALL PLT,14198,40.3602,-79.9898,Whitehall,Pennsylvania
SUPREME MID ATLANTIC/PLANT 2 - SWATARA T,6500,40.4129,-76.4807,Jonestown,Pennsylvania
PSC METALS LLC/NEW CASTLE PLT,46900,40.9956,-80.3458,New Castle,Pennsylvania
OWENS-BROCKWAY GLASS CONTAINER INC/CRENSHAW PLT 19,9800,41.2598,-78.7267,Brockport,Pennsylvania
SEWARD GENERATING STATION/SEWARD,11000,40.379,-79.0751,New Florence,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,14680,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,59178,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,27150,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,15000,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,8100,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,6750,39.8488,-79.908,Masontown,Pennsylvania
ALLEGHENY ENERGY SUPPLY CO/HATFIELDS FERRY POWER STA,10000,39.8488,-79.908,Masontown,Pennsylvania
ERIE COKE CORP/ERIE PLT,4000000,42.1168,-80.0733,Erie,Pennsylvania
SUNOCO PARTNERS MKT & TERM LP/FT MIFFLIN,10000,40.0076,-75.134,Philadelphia,Pennsylvania
JOHNSON MATTHEY/WAYNE PLT,650000,40.044,-75.3877,Wayne,Pennsylvania
ROSEBUD MINING CO/CLEMENTINE COAL PREP,10000,40.6829,-79.6837,Freeport,Pennsylvania
ROSEBUD MINING CO/CLEMENTINE COAL PREP,5000,40.6829,-79.6837,Freeport,Pennsylvania
ROSEBUD MINING CO/CLEMENTINE COAL PREP,10000,40.6829,-79.6837,Freeport,Pennsylvania
ROSEBUD MINING CO/KEYSTONE EAST MINE,18250,40.6573,-79.3015,Shelocta,Pennsylvania
AMFIRE MINING CO/TRIPLE K #1 DEEP MINE,10000,40.7693,-79.5327,Ford City,Pennsylvania
ROSEBUD MINING CO/DUTCH RUN PREP PLT - DARMAC #2,10000,40.6573,-79.3015,Shelocta,Pennsylvania
CONSOLIDATED CONTAINER BREINIGSVEILLE,7900,40.5393,-75.6342,Breinigsville,Pennsylvania
CONSOLIDATED CONTAINER BREINIGSVEILLE,6000,40.5393,-75.6342,Breinigsville,Pennsylvania
KENNAMETAL INC - CHESTNUT RIDG,205000,40.3125,-79.3825,Latrobe,Pennsylvania
LAIDLAW TRANSIT INC TERM 527,8000,40.5165,-75.5545,Macungie,Pennsylvania
"NEW PENN MOTOR EXPRESS, INC.  SCRANTON TERMINAL",7900,41.4153,-75.6072,Dunmore,Pennsylvania
LKQ THRU WAY AUTO PARTS,5000,40.8243,-75.6701,Parryville,Pennsylvania
DOMINION TRANSMISSION INC,8000,41.9892,-77.8658,Genesee,Pennsylvania
GLAXOSMITHKLINE COLLEGEVILLE FAC,5259,40.1873,-75.4581,Collegeville,Pennsylvania
BRIDON AMER CORP,9900,41.3338,-75.8214,Exeter,Pennsylvania
PLAINVILLE FARMS LLC,25500,39.863,-77.0554,New Oxford,Pennsylvania
CLEMENS FOOD GROUP HATFIELD PLT,16691,40.2771,-75.2988,Hatfield,Pennsylvania
CLEMENS FOOD GROUP HATFIELD PLT,15568,40.2771,-75.2988,Hatfield,Pennsylvania
PILOT TRAVEL CTR 081,25000,40.9243,-80.1469,Portersville,Pennsylvania
GKN SINTER EMPORIUM PLT 6,5200,41.5102,-78.2363,Emporium,Pennsylvania
WHEATLAND TUBE SHARON DIV,15892,41.2339,-80.4997,Sharon,Pennsylvania
PA AMER WATER - CLAYSVILLE WATER POLLUTION CONTROL PLT,12500,40.1199,-80.4131,Claysville,Pennsylvania
DAIRY FARMERS OF AMERICA,5504,40.34,-75.9266,Reading,Pennsylvania
Formosa Plastics Corporation,1290000,39.5743,-75.5939,Delaware City,Delaware
GEO SPECIALTY CHEM ALLENTOWN PLT,5500,40.5961,-75.4756,Allentown,Pennsylvania
SUNOCO TWIN OAKS PS,14472,39.8456,-75.3719,Chester,Pennsylvania
NEW MORGAN LANDFILL,6700,40.1539,-75.8906,Morgantown,Pennsylvania
UNITECH SERVICES GROUP,8917,40.1862,-75.5382,Royersford,Pennsylvania
Forward Inc.,4000000,37.7938,-121.227,Manteca,California
PA AMER W CO HERSHEY-PALMYRA,9500,40.2656,-76.7128,Hummelstown,Pennsylvania
FLYING J TRAVEL PLAZA NO 620,10800,40.1538,-79.7424,Smithton,Pennsylvania
FLYING J TRAVEL PLAZA NO 620,6000,40.1538,-79.7424,Smithton,Pennsylvania
FLYING J TRAVEL PLAZA NO 620,40000,40.1538,-79.7424,Smithton,Pennsylvania
FLYING J TRAVEL PLAZA NO 620,17800,40.1538,-79.7424,Smithton,Pennsylvania
LAND O LAKES,48700,40.1999,-77.2042,Carlisle,Pennsylvania
LAND O LAKES,6523,40.1999,-77.2042,Carlisle,Pennsylvania
LAND O LAKES,9016,40.1999,-77.2042,Carlisle,Pennsylvania
LAND O LAKES,55152,40.1999,-77.2042,Carlisle,Pennsylvania
LAND O LAKES,10760,40.1999,-77.2042,Carlisle,Pennsylvania
HANOVER FOODS CORP,20000,39.8117,-76.9835,Hanover,Pennsylvania
HANOVER FOODS CORP,5600,39.8117,-76.9835,Hanover,Pennsylvania
HANOVER FOODS CORP,11442,39.8117,-76.9835,Hanover,Pennsylvania
HANOVER FOODS CORP,6200,39.8117,-76.9835,Hanover,Pennsylvania
CHEVRON MINING INC,15000,40.174,-80.2466,Washington,Pennsylvania
