company,penalty,lat,lon,city,industry,state
"IMERYS FUSED MINERALS GREENEVILLE, INC.",5000,36.168,-82.8197,Greeneville,holding company,Tennessee
"MAGNETI MARELLI OF TENNESSEE DBA AUTOMOTIVE LIGHTING NORTH AMERICA, LLC",11400,35.1934,-87.0353,Pulaski,motor vehicles,Tennessee
"MAGNETI MARELLI OF TENNESSEE DBA AUTOMOTIVE LIGHTING NORTH AMERICA, LLC",13000,35.1934,-87.0353,Pulaski,motor vehicles,Tennessee
"MAGNETI MARELLI OF TENNESSEE DBA AUTOMOTIVE LIGHTING NORTH AMERICA, LLC",7500,35.1934,-87.0353,Pulaski,motor vehicles,Tennessee
"MAGNETI MARELLI OF TENNESSEE DBA AUTOMOTIVE LIGHTING NORTH AMERICA, LLC",21000,35.1934,-87.0353,Pulaski,motor vehicles,Tennessee
"ASSA ABLOY DOOR GROUP, LLC DBA CECO DOOR",8000,35.9126,-88.7556,Milan,locks,Tennessee
"MAGNETI MARELLI OF TENNESSEE DBA AUTOMOTIVE LIGHTING NORTH AMERICA, LLC",21000,35.1934,-87.0353,Pulaski,motor vehicles,Tennessee
STATE INDUSTRIES INCORPORATED,6000,36.2607,-87.0412,Ashland City,heating equipment,Tennessee
STATE INDUSTRIES INCORPORATED,10000,36.2607,-87.0412,Ashland City,heating equipment,Tennessee
"FLEX-N-GATE ROCKFORD, INC",15000,35.833,-83.9359,Rockford,automotive parts,Tennessee
"ALCHEM ALUMINUM SHELBYVILLE, INC.",53000,35.4987,-86.4516,Shelbyville,private equity (including portfolio companies),Tennessee
"ALCHEM ALUMINUM SHELBYVILLE, INC.",55500,35.4987,-86.4516,Shelbyville,private equity (including portfolio companies),Tennessee
THE CARLSTAR GROUP LLC,13500,36.0988,-84.1281,Clinton,private equity (including portfolio companies),Tennessee
THE CARLSTAR GROUP LLC,15000,36.0988,-84.1281,Clinton,private equity (including portfolio companies),Tennessee
NATIONAL COAL LLC,132258,36.3251,-84.2199,Caryville,coal mining,Tennessee
"VALERO RENEWABLE FUELS COMPANY, LLC",5690,44.2832,-96.6854,Aurora,oil & gas,South Dakota
GCC DACOTAH,19635,44.0716,-103.2205,Rapid City,cement,South Dakota
NORTHERN STATES POWER COMPANY,65874,43.5397,-96.7322,Sioux Falls,power generation,South Dakota
OTTER TAIL POWER COMPANY,13760,45.2985,-96.4657,Big Stone City,utilities,South Dakota
"VALERO RENEWABLE FUELS COMPANY, LLC",6650,44.2832,-96.6854,Aurora,oil & gas,South Dakota
JOHN MORRELL & COMPANY,48079,43.5397,-96.7322,Sioux Falls,meatpacking,South Dakota
ARGOS USA LLC FLORENCE CONCRETE PLANT,5250,34.1785,-79.7857,Florence,building materials,South Carolina
AVERY DENNISON,18000,34.9413,-81.025,Rock Hill,office supplies,South Carolina
AVERY DENNISON,8000,34.9413,-81.025,Rock Hill,office supplies,South Carolina
AVERY DENNISON,8000,34.9413,-81.025,Rock Hill,office supplies,South Carolina
MERITOR HEAVY VEHICLE SYSTEMS,5000,34.9968,-81.2348,York,automotive parts,South Carolina
PHIBRO TECH,7500,33.9392,-80.393,Sumter,animal health products,South Carolina
JOHNS MANVILLE SPARTANBURG PLANT,5000,34.9437,-81.9257,Spartanburg,diversified,South Carolina
IAC SPARTANBURG INC,58000,34.9437,-81.9257,Spartanburg,investment management,South Carolina
STERIS AST,22400,34.9437,-81.9257,Spartanburg,medical supplies,South Carolina
STERIS AST,22400,34.9437,-81.9257,Spartanburg,medical supplies,South Carolina
STERIS AST,22400,34.9437,-81.9257,Spartanburg,medical supplies,South Carolina
STERIS AST,22400,34.9437,-81.9257,Spartanburg,medical supplies,South Carolina
HENKEL US OPERATIONS CORPORATION,5500,34.6593,-81.9609,Enoree,household & personal care products,South Carolina
HENKEL US OPERATIONS CORPORATION,6000,34.6593,-81.9609,Enoree,household & personal care products,South Carolina
MICHELIN NORTH AMERICA INC - SPARTANBURG FACILITY (US3),27000,34.9437,-81.9257,Spartanburg,automotive parts-tires,South Carolina
MICHELIN NORTH AMERICA INC - SPARTANBURG FACILITY (US3),16000,34.9437,-81.9257,Spartanburg,automotive parts-tires,South Carolina
MICHELIN NORTH AMERICA INC - SPARTANBURG FACILITY (US3),111500,34.9437,-81.9257,Spartanburg,automotive parts-tires,South Carolina
GOODYEAR SPARTANBURG,22000,34.9437,-81.9257,Spartanburg,automotive parts-tires,South Carolina
AMERICAN ITALIAN PASTA COMPANY,5500,34.037,-80.9042,Columbia,food products,South Carolina
MARS PET CARE US INC COLUMBIA,10000,34.037,-80.9042,Columbia,food products,South Carolina
INTERNATIONAL PAPER EASTOVER MILL,5000,33.8779,-80.6949,Eastover,paper & packaging,South Carolina
PALMETTO HEALTH BAPTIST MEDICAL CENTER,6400,34.037,-80.9042,Columbia,hospitals,South Carolina
VULCAN CONSTRUCTION MATERIALS LLC DREYFUS QUARRY,8000,34.037,-80.9042,Columbia,building materials,South Carolina
SCE&G WATEREE STATION,34500,33.8779,-80.6949,Eastover,utilities,South Carolina
SCE&G WATEREE STATION,34500,33.8779,-80.6949,Eastover,utilities,South Carolina
BIMBO BAKERIES USA INC,17000,33.4928,-80.8671,Orangeburg,food products,South Carolina
MARS PETCARE US INC,5500,33.4928,-80.8671,Orangeburg,food products,South Carolina
HOLCIM US INC HOLLY HILL PLANT,6000,33.3245,-80.413,Holly Hill,building materials,South Carolina
SI GROUP INC ORANGEBURG,10000,33.4928,-80.8671,Orangeburg,chemicals,South Carolina
SI GROUP INC ORANGEBURG,14000,33.4928,-80.8671,Orangeburg,chemicals,South Carolina
CATERPILLAR INC NEWBERRY,5000,34.2822,-81.6012,Newberry,construction equipment,South Carolina
MARLEY ENGINEERED PRODUCTS,5000,34.6303,-79.6874,Bennettsville,industrial equipment,South Carolina
MARLEY ENGINEERED PRODUCTS,5000,34.6303,-79.6874,Bennettsville,industrial equipment,South Carolina
FLAKEBOARD AMERICA CAROLINA PARTICLEBOARD DBA ARAUCO NORTH AMERICA,10000,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
FLAKEBOARD AMERICA CAROLINA PARTICLEBOARD DBA ARAUCO NORTH AMERICA,7500,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
FLAKEBOARD BENNETTSVILLE MDF DBA ARAUCO NORTH AMERICA,10000,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
FLAKEBOARD BENNETTSVILLE MDF DBA ARAUCO NORTH AMERICA,6000,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
FLAKEBOARD BENNETTSVILLE MDF DBA ARAUCO NORTH AMERICA,20000,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
FLAKEBOARD BENNETTSVILLE MDF DBA ARAUCO NORTH AMERICA,20000,34.6303,-79.6874,Bennettsville,"forest products, fisheries and gas stations",South Carolina
MOHAWK INDUSTRIES INC - OAK RIVER MILL,8500,34.6303,-79.6874,Bennettsville,home furnishings,South Carolina
MICHELIN NORTH AMERICA INC LEXINGTON US7,111500,33.9866,-81.222,Lexington,automotive parts-tires,South Carolina
MICHELIN NORTH AMERICA INC - LEXINGTON (US5 & US7),29000,33.9866,-81.222,Lexington,automotive parts-tires,South Carolina
MICHELIN NORTH AMERICA INC - LEXINGTON (US5 & US7),111500,33.9866,-81.222,Lexington,automotive parts-tires,South Carolina
MICHELIN NORTH AMERICA INC - LEXINGTON (US5 & US7),111500,33.9866,-81.222,Lexington,automotive parts-tires,South Carolina
LEE COUNTY LANDFILL SC LLC,5000,34.2202,-80.2483,Bishopville,waste management,South Carolina
SHAW INDUSTRIES GROUP INC - PLANT H5,9625,34.4774,-81.864,Clinton,diversified,South Carolina
NORBORD SOUTH CAROLINA INC,76500,34.3804,-81.7773,Kinards,wood products,South Carolina
NORBORD SOUTH CAROLINA INC,14000,34.3804,-81.7773,Kinards,wood products,South Carolina
NORBORD SOUTH CAROLINA INC,76500,34.3804,-81.7773,Kinards,wood products,South Carolina
NORBORD SOUTH CAROLINA INC,20800,34.3804,-81.7773,Kinards,wood products,South Carolina
NORBORD SOUTH CAROLINA INC,20800,34.3804,-81.7773,Kinards,wood products,South Carolina
NORBORD SOUTH CAROLINA INC,20800,34.3804,-81.7773,Kinards,wood products,South Carolina
ARCHER DANIELS MIDLAND CO,136000,34.5443,-80.5866,Kershaw,agribusiness,South Carolina
INVISTA SARL,6000,34.2216,-80.6849,Lugoff,diversified,South Carolina
INVISTA SARL,6000,34.2216,-80.6849,Lugoff,diversified,South Carolina
FUJIFILM MANUFACTURING USA INC PLANT L,5000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
FUJIFILM MANF USA INC PLANTS X G DC N M & SITEWIDE,5000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
FUJIFILM MANUFACTURING USA INC,5000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
FUJIFILM MANUFACTURING USA INC F PLANT,5000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
FUJIFILM MANUFACTURING USA INC,5000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
FUJIFILM MANUFACTURING USA INC,6000,34.1944,-82.1543,Greenwood,imaging products,South Carolina
CATERPILLAR INC,25000,34.6991,-82.1994,Fountain Inn,construction equipment,South Carolina
SAINT GOBAIN ABRASIVE INC,13125,34.9684,-82.4417,Travelers Rest,building materials,South Carolina
SAINT GOBAIN ABRASIVE INC,13125,34.9684,-82.4417,Travelers Rest,building materials,South Carolina
SAINT GOBAIN ABRASIVE INC,13125,34.9684,-82.4417,Travelers Rest,building materials,South Carolina
SAINT GOBAIN ABRASIVE INC,13125,34.9684,-82.4417,Travelers Rest,building materials,South Carolina
SAINT GOBAIN ABRASIVE INC,13125,34.9684,-82.4417,Travelers Rest,building materials,South Carolina
LOCKHEED MARTIN AERONAUTICS COMPANY,84647,34.8363,-82.365,Greenville,aerospace & military contracting,South Carolina
GE (GREENVILLE) GAS TURBINES LLC,9000,34.8363,-82.365,Greenville,diversified,South Carolina
MITSUBISHI POLYESTER FILM INC,8000,34.9346,-82.2333,Greer,diversified,South Carolina
JOHNSON CONTROLS BATTERY GROUP INC,250000,34.1785,-79.7857,Florence,automotive parts; business services,South Carolina
JOHNSON CONTROLS BATTERY GROUP INC,7500,34.1785,-79.7857,Florence,automotive parts; business services,South Carolina
KOPPERS INC,5000,34.1785,-79.7857,Florence,chemicals,South Carolina
WESTROCK CP LLC,36000,34.1785,-79.7857,Florence,packaging,South Carolina
WESTROCK CP LLC,7000,34.1785,-79.7857,Florence,packaging,South Carolina
WESTROCK CP LLC,20000,34.1785,-79.7857,Florence,packaging,South Carolina
WESTROCK CP LLC,7000,34.1785,-79.7857,Florence,packaging,South Carolina
SHOWA DENKO CARBON INC,5000,33.09,-80.3071,Ridgeville,chemicals,South Carolina
ROBERT BOSCH LLC,14000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ROBERT BOSCH LLC,16000,32.8137,-79.9643,Charleston,automotive parts,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,14000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,13000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,13000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,6000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,106000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,24000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,10000,33.2126,-80.4477,Harleyville,building materials,South Carolina
ARGOS CEMENT LLC HARLEYVILLE CEMENT PLANT,90000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,5600,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,34000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,36500,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,10000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,13500,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,10000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,10000,33.2126,-80.4477,Harleyville,building materials,South Carolina
GIANT CEMENT COMPANY,9000,33.2126,-80.4477,Harleyville,building materials,South Carolina
SONOCO PRODUCTS COMPANY,8000,34.3679,-80.0829,Hartsville,packaging,South Carolina
GEORGIA-PACIFIC WOOD PRODUCTS LLC,200000,33.7547,-80.2221,Alcolu,diversified,South Carolina
FEDERAL MOGUL CORPORATION,8000,33.6013,-80.3527,Summerton,automotive parts,South Carolina
PPG INDUSTRIES FIBER GLASS PRODUCTS INC,9000,34.705,-81.2132,Chester,chemicals,South Carolina
GUARDIAN INDUSTRIES LLC,6500,34.7167,-81.0197,Richburg,diversified,South Carolina
GUARDIAN INDUSTRIES LLC,5000,34.7167,-81.0197,Richburg,diversified,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,16000,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,25000,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,75000,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,37500,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,6000,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,10000,34.705,-81.2132,Chester,building materials,South Carolina
GAF MATERIALS CORPORATION,12000,34.705,-81.2132,Chester,building materials,South Carolina
BOISE CASCADE WOOD PRODUCTS LLC,9000,34.705,-81.2132,Chester,building materials,South Carolina
CORE MOLDING TECHNOLOGIES INC,9500,35.0742,-81.6558,Gaffney,reinforced plastics,South Carolina
CORE MOLDING TECHNOLOGIES INC,5000,35.0742,-81.6558,Gaffney,reinforced plastics,South Carolina
FREIGHTLINER CUSTOM CHASSIS CORPORATION,15000,35.0742,-81.6558,Gaffney,motor vehicles,South Carolina
FREIGHTLINER CUSTOM CHASSIS CORPORATION,15000,35.0742,-81.6558,Gaffney,motor vehicles,South Carolina
MILLIKEN & COMPANY - LIMESTONE PLANT,6000,35.0742,-81.6558,Gaffney,textiles,South Carolina
HANSON BRICK EAST LLC,8000,35.1221,-81.5182,Blacksburg,building materials,South Carolina
SALISBURY ELECTRICAL SAFETY LLC,8000,32.8137,-79.9643,Charleston,diversified,South Carolina
KINDER MORGAN CHARLESTON TERMINAL,19000,32.8137,-79.9643,Charleston,pipelines,South Carolina
LANXESS CORPORATION,9500,32.8137,-79.9643,Charleston,chemicals,South Carolina
EASTMAN CHEMICAL COMPANY SC OPERATIONS,6400,33.818,-81.0997,Gaston,chemicals,South Carolina
DAK AMERICAS LLC COLUMBIA SITE,6500,33.818,-81.0997,Gaston,diversified,South Carolina
SUN CHEMICAL CORP,7000,32.9922,-80.0052,Goose Creek,chemicals,South Carolina
SUN CHEMICAL CORP,6500,32.9922,-80.0052,Goose Creek,chemicals,South Carolina
SUN CHEMICAL CORP,7000,32.9922,-80.0052,Goose Creek,chemicals,South Carolina
SUN CHEMICAL CORP,6500,32.9922,-80.0052,Goose Creek,chemicals,South Carolina
DAK AMERICAS LLC,7000,33.1715,-80.0122,Moncks Corner,diversified,South Carolina
DAK AMERICAS LLC,15000,33.1715,-80.0122,Moncks Corner,diversified,South Carolina
CENTURY ALUMINUM OF SOUTH CAROLINA INC,11000,32.9922,-80.0052,Goose Creek,metals,South Carolina
CENTURY ALUMINUM OF SOUTH CAROLINA INC,5600,32.9922,-80.0052,Goose Creek,metals,South Carolina
CENTURY ALUMINUM OF SOUTH CAROLINA INC,11000,32.9922,-80.0052,Goose Creek,metals,South Carolina
GEORGIA PACIFIC WOOD PRODUCTS LLC RUSSEVILLE PLYWOOD PLT,5500,33.397,-79.9637,Russellville,diversified,South Carolina
MICHELIN NORTH AMERICA INC SANDY SPRINGS US2,111500,34.5954,-82.7499,Sandy Springs,automotive parts-tires,South Carolina
MILLIKEN & COMPANY PENDLETON PLANT,6800,34.6453,-82.7822,Pendleton,textiles,South Carolina
DUKE ENERGY CAROLINAS LLC W S LEE STEAM STATION,6000,34.5238,-82.4937,Belton,utilities,South Carolina
DUKE ENERGY CAROLINAS LLC W S LEE STEAM STATION,6000,34.5238,-82.4937,Belton,utilities,South Carolina
GEORGIA-PACIFIC WOOD PRODUCTS LLC,600000,32.9593,-81.2363,Fairfax,diversified,South Carolina
GEORGIA-PACIFIC WOOD PRODUCTS LLC,38000,32.9593,-81.2363,Fairfax,diversified,South Carolina
AMERESCO FEDERAL SOLUTIONS,12000,33.5303,-81.727,Aiken,energy efficiency services,South Carolina
AMERESCO FEDERAL SOLUTIONS,12000,33.5303,-81.727,Aiken,energy efficiency services,South Carolina
OWENS CORNING NON-WOVEN TECHNOLOGY LLC,10000,33.5303,-81.727,Aiken,building materials,South Carolina
OWENS CORNING NON-WOVEN TECHNOLOGY LLC,5000,33.5303,-81.727,Aiken,building materials,South Carolina
MOHAWK INDUSTRIES INC ROCKY RIVER PLT,24000,34.0933,-82.5963,Calhoun Falls,home furnishings,South Carolina
KINDER MORGAN SOUTHEAST TERMINALS BELTON 1,14000,34.5238,-82.4937,Belton,pipelines,South Carolina
TEXTRON/GREER GRDWTR TTMT SYS,6400,34.9346,-82.2333,Greer,aerospace & military contracting,South Carolina
KOPPERS INC,15400,34.1785,-79.7857,Florence,chemicals,South Carolina
HANSON AGGR SE/SANDY FLATS,8000,34.9157,-82.3124,Taylors,building materials,South Carolina
AVX CORP/MYRTLE BEACH PLANT,12600,33.7096,-78.8843,Myrtle Beach,electronic equipment,South Carolina
HANSON AGGR SE/ANDERSON,5600,34.5212,-82.6479,Anderson,building materials,South Carolina
C R BARD INC,14000,33.1715,-80.0122,Moncks Corner,medical supplies,South Carolina
SCE&G/MCMEEKIN STEAM STATION,14000,33.9866,-81.222,Lexington,utilities,South Carolina
CELANESE LTD/ENOREE PLANT,39000,34.6593,-81.9609,Enoree,chemicals,South Carolina
SOUTHERN RESOURCES/BAUKNIGHT MINE,5400,34.0009,-81.7713,Saluda,building materials,South Carolina
SHAW INDUSTRIES GROUP/CLEMSON,12600,34.7234,-82.7789,Central,diversified,South Carolina
SHAW INDUSTRIES GROUP/CLEMSON,12600,34.7234,-82.7789,Central,diversified,South Carolina
HANSON BRICK/COLUMBIA,6000,34.037,-80.9042,Columbia,building materials,South Carolina
MOHAWK IND/OAK RIVER PLANT,10200,34.6303,-79.6874,Bennettsville,home furnishings,South Carolina
KOPPERS INC,13600,34.1785,-79.7857,Florence,chemicals,South Carolina
C R BARD INC,7200,33.1715,-80.0122,Moncks Corner,medical supplies,South Carolina
SCE&G/MCMEEKIN STEAM STATION,30000,33.9866,-81.222,Lexington,utilities,South Carolina
DOMTAR PAPER CO LLC/MARLBORO M,6000,34.6303,-79.6874,Bennettsville,paper products,South Carolina
GIANT CEMENT COMPANY INC,6000,33.2126,-80.4477,Harleyville,building materials,South Carolina
AVX CORP/MYRTLE BEACH PLANT,8000,33.7096,-78.8843,Myrtle Beach,electronic equipment,South Carolina
Ferro Corporation,1050000,41.617,-87.4908,Hammond,paints & coatings,Indiana
"ASPEN AEROGELS, INC.",5500,41.8063,-71.3565,East Providence,insulation,Rhode Island
SCHNEIDER ELECTRIC IT CORPORATION,24414,41.4832,-71.5514,West Kingston,electrical equipment,Rhode Island
"ASPEN AEROGELS, INC.",7500,41.8063,-71.3565,East Providence,insulation,Rhode Island
"COPAR QUARRIES OF WESTERLY, LLC",9500,41.3944,-71.7541,Bradford,building materials,Rhode Island
"SYNAGRO WOONSOCKET, LLC",175000,42.001,-71.4993,Woonsocket,private equity (including portfolio companies),Rhode Island
ABBVIE LTD,100000,18.4529,-66.5381,Barceloneta,pharmaceuticals,Puerto Rico
"ALLIED WASTE OF PONCE, INC",12000,18.012,-66.6198,Ponce,waste management,Puerto Rico
"ALLIED WASTE OF PONCE, INC",6000,18.012,-66.6198,Ponce,waste management,Puerto Rico
"ALLIED WASTE OF PONCE, INC",12000,18.012,-66.6198,Ponce,waste management,Puerto Rico
"ALLIED WASTE OF PONCE, INC",20000,18.012,-66.6198,Ponce,waste management,Puerto Rico
ABBVIE LTD,30000,18.4529,-66.5381,Barceloneta,pharmaceuticals,Puerto Rico
MIPC LLC/ PHILA,6050,40.0076,-75.134,Philadelphia,airlines,Pennsylvania
XO COMMUNICATIONS,5900,40.0076,-75.134,Philadelphia,telecommunications,Pennsylvania
AT&T CORPORATION,50000,40.0076,-75.134,Philadelphia,telecommunications,Pennsylvania
PBF LOGISTICS PRODUCTS TERMINAL/67TH ST,5300,40.0076,-75.134,Philadelphia,oil & gas,Pennsylvania
USS/CLAIRTON WORKS,69300,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,60600,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,1091960,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,392100,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,45400,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,5500,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,90000,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,93900,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,199300,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,122775,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,52300,40.2976,-79.8853,Clairton,steel,Pennsylvania
ALLEGHENY LUDLUM LLC/BRACKENRIDGE,50000,40.6079,-79.7411,Brackenridge,metals,Pennsylvania
USS/CLAIRTON WORKS,227875,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,253425,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,34000,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,259700,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,144800,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,7125,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,25000,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,174000,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,12275,40.2976,-79.8853,Clairton,steel,Pennsylvania
GUARDIAN IND CORP/JEFFERSON HILLS,165200,39.8156,-76.841,Jefferson,diversified,Pennsylvania
USS/CLAIRTON WORKS,132500,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,91500,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,118000,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,90500,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,173500,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,5500,40.2976,-79.8853,Clairton,steel,Pennsylvania
GUARDIAN IND CORP/JEFFERSON HILLS,25000,39.8156,-76.841,Jefferson,diversified,Pennsylvania
USS/CLAIRTON WORKS,17650,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,300000,40.2976,-79.8853,Clairton,steel,Pennsylvania
HARSCO METALS BRI LLC/BRADDOCK,10200,40.4018,-79.8688,Braddock,industrial equipment,Pennsylvania
GUARDIAN IND CORP/JEFFERSON HILLS,781805,39.8156,-76.841,Jefferson,diversified,Pennsylvania
ALLIED WASTE SVC OF PA/MSW LDFL,225000,40.4537,-80.2499,Imperial,waste management,Pennsylvania
HARSCO METALS/HARRISON,92450,40.6234,-79.7298,Natrona Heights,industrial equipment,Pennsylvania
ALLEGHENY LUDLUM LLC/BRACKENRIDGE,16800,40.6079,-79.7411,Brackenridge,metals,Pennsylvania
ALLEGHENY LUDLUM LLC/BRACKENRIDGE,289725,40.6079,-79.7411,Brackenridge,metals,Pennsylvania
USS/CLAIRTON WORKS,5475,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,6300,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,61725,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,301800,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,20975,40.2976,-79.8853,Clairton,steel,Pennsylvania
USS/CLAIRTON WORKS,395900,40.2976,-79.8853,Clairton,steel,Pennsylvania
